3/24/25,Steel Valkyries Mythic Essence Icon,Icon
3/24/25,Star Guardian Mythic Essence Icon,Icon
3/25/25,Worlds 2021 Pass Icon,Icon
3/25/25,Dour Dude,Emote
3/25/25,Anima Squad Pass Icon,Icon
3/25/25,Spirit Blossom Mythic Essence Icon,Icon
3/26/25,Ashen Conquerer Pantheon,Mythic Skin
3/26/25,Hextech Renekton,Mythic Skin
3/26/25,Prestige K/DA All Out Kai'Sa,Prestige Skin
3/26/25,Prestige K/DA Akali,Prestige Skin
3/26/25,Prestige Arcanist Zoe,Prestige Skin
3/26/25,Prestige K/DA Kai'Sa,Prestige Skin
3/26/25,Prestige Star Guardian Syndra,Prestige Skin
3/26/25,Prestige Blood Moon Aatrox,Prestige Skin
3/26/25,Prestige Soul Fighter Shaco,Prestige Skin
3/26/25,Prestige True Damage Qiyana,Prestige Skin
3/26/25,Prestige Space Groove Lulu,Prestige Skin
3/26/25,Hextech Swain,Mythic Skin
3/26/25,Winterblessed Diana - Wreathguard Chroma,Loot Chroma
3/26/25,Storm Dragon Lee Sin - Emberclaw Chroma,Loot Chroma
3/26/25,Sentinel Graves - Resolute Chroma,Loot Chroma
3/26/25,Majestic Empress Morgana - Heavenly Crane Chroma,Loot Chroma
3/26/25,Firecracker Xin Zhao - Golden Tiger Chroma,Loot Chroma
3/26/25,Star Guardian Ekko - Brilliant Chroma,Loot Chroma
3/26/25,Crime City Nightmare Akali - Underground Chroma,Loot Chroma
3/26/25,Star Nemesis Fiddlesticks - Wicked Chroma,Loot Chroma
3/26/25,Animated K.O.,Emote
3/26/25,Ocean Song 2022 Icon,Icon
3/26/25,Celestial Justice,Emote
3/26/25,Immortal Journey 2019 Icon,Icon
3/27/25,This Is Mine Now,Emote
3/27/25,Think About It,Emote
3/27/25,2021 Hextech Ward,Ward
3/27/25,Primordian Succession Icon,Icon
3/28/25,Bewildered Buckaroo,Emote
3/28/25,Primordian Succession Icon,Icon
3/28/25,I Am Doom,Emote
3/28/25,2020 Odyssey Icon,Icon
3/29/25,Don't Make Me Laugh,Emote
3/29/25,Bang!,Emote
3/29/25,MSI 2022 High Noon Pass Icon,Icon
3/29/25,Battle Queens Event Pass Icon,Icon
3/30/25,I'm Comin' For Ya,Emote
3/30/25,Crowned,Emote
3/30/25,Worlds 2019 Emote,Emote
3/30/25,Don't Make Me Laugh,Emote
3/31/25,Nothing to Fear,Emote
3/31/25,Don't Make Me Laugh,Emote
3/31/25,Arcade Poro Ward,Ward
3/31/25,Animated D'Pengu,Emote
4/1/25,Dawnbringer Ward,Ward
4/1/25,Crowned,Emote
4/1/25,High Noon Mythic Essence Icon,Icon
4/1/25,Festival of Beasts Event Icon,Icon
4/2/25,Prestige Coven LeBlanc,Prestige Skin
4/2/25,Empyrean Zed - Neon Flare Icon,Loot Chroma
4/2/25,PsyOps Viktor - Hunter Chroma,Loot Chroma
4/2/25,Elderwood Rakan - Emberwood Chroma,Loot Chroma
4/2/25,Brave Phoenix Xayah - Golden Tiger Chroma,Loot Chroma
4/2/25,Faerie Queen Karma - Winsome Chroma,Loot Chroma
4/2/25,Empyrean Pyke - Neon Flare Chroma,Loot Chroma
4/2/25,Debonair Master Yi - Cerulean Club Chroma,Loot Chroma
4/2/25,Trick or Treat Ekko - Golden Chroma,Loot Chroma
4/2/25,Debonair Event Pass Icon,Icon
4/2/25,Deep Focus,Emote
4/2/25,Star Guardian Pass Icon,Icon
4/2/25,Eclipse Knight 2022 Icon,Icon
4/3/25,Primordian Succession Icon,Icon
4/3/25,Worlds 2019 Event Pass Icon,Icon
4/3/25,Anima Squad Mythic Essence Icon,Icon
4/3/25,Saloon Singin',Emote
4/4/25,B-Baka!,Emote
4/4/25,Spirit Blossom Mythic Essence Icon,Icon
4/4/25,Think About It,Emote
4/4/25,PROJECT: Reckoning Pass Icon,Icon
4/5/25,2020 Odyssey Icon,Icon
4/5/25,Spirit Blossom 2020 Event Icon,Icon
4/5/25,Chosen One,Emote
4/5/25,Demacia Vice Neon Sun Icon,Icon
4/6/25,Battle Academia Desk Ward,Ward
4/6/25,Steel Valkyries Event Icon,Icon
4/6/25,Celestial Justice,Emote
4/6/25,Animated D'Pengu,Emote
4/7/25,Immortal Journey 2019 Icon,Icon
4/7/25,No Sweat!,Emote
4/7/25,Worlds 2019 Event Icon,Icon
4/7/25,Sparkling Beauty,Emote
4/8/25,Lunar Revel 2022 Icon,Icon
4/8/25,Mythmaker Mythic Essence Icon,Icon
4/8/25,Worlds 2019 Event Icon,Icon
4/8/25,Steel Valkyries Pass Icon,Icon
4/9/25,Prestige Lunar Beast Fiora,Prestige Skin
4/9/25,Prestige K/DA Ahri,Prestige Skin
4/9/25,Hextech Malzahar,Mythic Skin
4/9/25,Prestige Empyrean Kayle,Prestige Skin
4/9/25,Prestige Winterblessed Camille,Prestige Skin
4/9/25,Hextech Amumu,Mythic Skin
4/9/25,Prestige Pulsefire Lucian,Prestige Skin
4/9/25,Crystalis Motus Leona,Mythic Skin
4/9/25,Prestige Bewitching Morgana,Prestige Skin
4/9/25,Prestige Arcane Commander Caitlyn,Prestige Skin
4/9/25,Prestige True Damage Senna,Prestige Skin
4/9/25,Prestige Debonair Brand,Prestige Skin
4/9/25,Lunar Emperor Thresh - Resplendent Chroma,Loot Chroma
4/9/25,Pulsefire Shen - Chrono Chroma,Loot Chroma
4/9/25,Inkshadow Kai'Sa - Inked Chroma,Loot Chroma
4/9/25,Winterblessed Diana - Wreathguard Chroma,Loot Chroma
4/9/25,Crime City Nightmare Akali - Underground Chroma,Loot Chroma
4/9/25,HEARTSTEEL Aphelios - Rockstar Chroma,Loot Chroma
4/9/25,Odyssey Kha'Zix - Merc Chroma,Loot Chroma
4/9/25,Porcelain Miss Fortune - Opulent Chroma,Loot Chroma
4/9/25,Prestige 2019 Ward,Ward
4/9/25,Dawn Has Arrived,Emote
4/9/25,2022 Spirit Blossom Ward,Ward
4/9/25,PsyOps Icon (2),Icon
4/10/25,2021 Coven Event Icon,Icon
4/10/25,Watch Yourself,Emote
4/10/25,Battle Academia Desk Ward,Ward
4/10/25,Chosen One,Emote
4/11/25,B-Baka!,Emote
4/11/25,Battle Academia Desk Ward,Ward
4/11/25,In The Distance,Emote
4/11/25,New Horizon Ward,Ward
4/12/25,Sparkling Beauty,Emote
4/12/25,Watch Yourself,Emote
4/12/25,One Corn Chip Animated,Emote
4/12/25,Celestial Justice,Emote
4/13/25,Worlds 2021 Pass Icon,Icon
4/13/25,2020 Odyssey Icon,Icon
4/13/25,Golden Snowman Ward,Ward
4/13/25,One Corn Chip Animated,Emote
4/14/25,Battle Queens Event Icon,Icon
4/14/25,Celestial Justice,Emote
4/14/25,In The Distance,Emote
4/14/25,Dawn Has Arrived,Emote
4/15/25,Lustrous,Emote
4/15/25,True Damage Icon,Icon
4/15/25,PROJECT: Reckoning Pass Icon,Icon
4/15/25,2022 Spirit Blossom Ward,Ward
4/16/25,Judgment Passed,Emote
4/16/25,Brave Phoenix Xayah - Golden Tiger Chroma,Loot Chroma
4/16/25,Coven Nami - Profane Chroma,Loot Chroma
4/16/25,Soul Fighter Jhin - Limitless Chroma,Loot Chroma
4/16/25,Crime City Nightmare Zyra - Underground Chroma,Loot Chroma
4/16/25,Debonair Brand - Cerulean Club Chroma,Loot Chroma
4/16/25,Dark Star Mordekaiser - Antimatter Chroma,Loot Chroma
4/16/25,Debonair Zed - Cerulean Club Chroma,Loot Chroma
4/16/25,Battle Principal Yuumi - Formal Chroma,Loot Chroma
4/16/25,Don't Make Me Laugh,Emote
4/16/25,"Dang, I'm Kind Of...",Emote
4/16/25,Night & Dawn Event Pass Icon,Icon
4/16/25,Lustrous,Emote
4/17/25,You Dropped This,Emote
4/17/25,Think About It,Emote
4/17/25,Battle Queens Event Pass Icon,Icon
4/17/25,Saloon Singin',Emote
4/18/25,PsyOps Icon (2),Icon
4/18/25,Corrupted Arcade Poro Icon,Icon
4/18/25,Debonair 2021 Icon,Icon
4/18/25,Animated D'Pengu,Emote
4/19/25,Ready to Brawl,Emote
4/19/25,Sentinels of Light Event Icon,Icon
4/19/25,Super Shy,Emote
4/19/25,Maniacal Contemplation,Emote
4/20/25,What the Baddest Do,Emote
4/20/25,Just A Baby,Emote
4/20/25,Crowned,Emote
4/20/25,Pixel Arcade Poro Icon,Icon
4/21/25,Immortal Journey 2019 Icon,Icon
4/21/25,Golden Year of the Pig Ward,Ward
4/21/25,Battle Academia Icon,Icon
4/21/25,Pixel Arcade Poro Icon,Icon
4/22/25,Animated Uninmpressed!,Emote
4/22/25,Prestige 2019 Ward,Ward
4/22/25,Watch Yourself,Emote
4/22/25,Don't Make Me Laugh,Emote
4/23/25,Prestige Duality Dragon Volibear,Prestige Skin
4/23/25,Prestige Battle Lion Leona,Prestige Skin
4/23/25,Hextech Kassadin,Mythic Skin
4/23/25,Prestige Star Guardian Soraka,Prestige Skin
4/23/25,Prestige La Ilusión Renata Glasc,Prestige Skin
4/23/25,Prestige Valiant Sword Riven,Prestige Skin
4/23/25,Crystalis Indomitus Xerath,Mythic Skin
4/23/25,Prestige K/DA Ahri,Prestige Skin
4/23/25,Crystalis Indomitus Kha'Zix,Mythic Skin
4/23/25,Prestige Firecracker Vayne,Prestige Skin
4/23/25,Prestige High Noon Talon,Prestige Skin
4/23/25,Prestige Inkshadow Yasuo,Prestige Skin
4/23/25,Empyrean K'Sante - Neon Flare Chroma,Loot Chroma
4/23/25,Pulsefire Riven - Chrono Chroma,Loot Chroma
4/23/25,Dawnbringer Riven - Mythic Chroma,Mythic Chroma
4/23/25,PsyOps Pyke - Hunter Chroma,Loot Chroma
4/23/25,Space Groove Lux - Disco Chroma,Loot Chroma
4/23/25,Porcelain Morgana - Opulent Chroma,Loot Chroma
4/23/25,HEARTSTEEL Sett - Rockstar Chroma,Loot Chroma
4/23/25,Arcade Kai'Sa - K.O. Chroma,Loot Chroma
4/23/25,Primordian Succession Icon,Icon
4/23/25,Dragon's Rage,Emote
4/23/25,In The Distance,Emote
4/23/25,Faerie Court Mythic Essence Icon,Icon
4/24/25,Super Shy,Emote
4/24/25,Battle Queens Event Icon,Icon
4/24/25,Dour Dude,Emote
4/24/25,Bewildered Buckaroo,Emote
4/25/25,Celestial Justice,Emote
4/25/25,Arcane Ward,Ward
4/25/25,Animated K.O.,Emote
4/25/25,In The Distance,Emote
4/26/25,"Oops, Did I Do That?",Emote
4/26/25,I Am Doom,Emote
4/26/25,Soul Fighter Mythic Essence Icon,Icon
4/26/25,This Is Mine Now,Emote
4/27/25,What the Baddest Do,Emote
4/27/25,Battle Queens Event Pass Icon,Icon
4/27/25,Broken Covenant Mythic Essence Icon,Icon
4/27/25,Space Groove Event Icon,Icon
4/28/25,Broken Covenant Mythic Essence Icon,Icon
4/28/25,Sparkling Beauty,Emote
4/28/25,Prestige 2019 Ward,Ward
4/28/25,Dour Dude,Emote
4/29/25,Prestige Ocean Song Seraphine Emote,Emote
4/29/25,Arcane Ward,Ward
4/29/25,Animated K.O.,Emote
4/29/25,Super Shy,Emote
4/30/25,Eternal Dragon Brand - Emberclaw Chroma,Loot Chroma
4/30/25,Odyssey Aatrox - Merc Chroma,Loot Chroma
4/30/25,Soul Fighter Sett - Limitless Chroma,Loot Chroma
4/30/25,Soul Fighter Naafiri - Limitless Chroma,Loot Chroma
4/30/25,Coven Nilah - Profane Chroma,Loot Chroma
4/30/25,PsyOps Viktor - Hunter Chroma,Loot Chroma
4/30/25,Spirit Blossom Master Yi - Night Blossom Chroma,Loot Chroma
4/30/25,Winterblessed Zilean - Wreathguard Chroma,Loot Chroma
4/30/25,Lavish Brutality,Emote
4/30/25,Crowned,Emote
4/30/25,Dour Dude,Emote
4/30/25,2021 PROJECT: Event Icon,Icon
5/1/25,Worlds 2019 Emote,Emote
5/1/25,Spirit Blossom Mythic Essence Icon,Icon
5/1/25,True Damage Icon,Icon
5/1/25,I'm Comin' For Ya,Emote
5/2/25,UWU,Emote
5/2/25,Exquisite!,Emote
5/2/25,This Is Mine Now,Emote
5/2/25,Inkshadow Amethyst Icon,Icon
5/3/25,Festival of Beasts Event Icon,Icon
5/3/25,Primordian Succession Icon,Icon
5/3/25,Space Groove Event Icon,Icon
5/3/25,Mythmaker Mythic Essence Icon,Icon
5/4/25,"Dang, I'm Kind Of...",Emote
5/4/25,Just A Baby,Emote
5/4/25,Bang!,Emote
5/4/25,Don't Make Me Laugh,Emote
5/5/25,Eclipse Knight 2022 Icon,Icon
5/5/25,Golden Year of the Pig Ward,Ward
5/5/25,Lunar Revel 2022 Event Pass Icon,Icon
5/5/25,Debonair Event Pass Icon,Icon
5/6/25,Saloon Singin',Emote
5/6/25,Debonair 2021 Icon,Icon
5/6/25,Broken Covenant Mythic Essence Icon,Icon
5/6/25,Prestige Eclipse Knight Senna Emote,Emote
5/7/25,Hextech Rammus,Mythic Skin
5/7/25,Prestige Blood Moon Aatrox,Prestige Skin
5/7/25,Prestige Nightbringer Lee Sin,Prestige Skin
5/7/25,Prestige Coven Zyra,Prestige Skin
5/7/25,Hextech Tristana,Mythic Skin
5/7/25,Hextech Ziggs,Mythic Skin
5/7/25,Prestige Ascended Pantheon,Prestige Skin
5/7/25,Prestige Battle Academia Lux,Prestige Skin
5/7/25,Prestige Porcelain Kindred,Prestige Skin
5/7/25,Prestige Fuzz Fizz,Prestige Skin
5/7/25,Prestige Porcelain Lux,Prestige Skin
5/7/25,Prestige Space Groove Lulu,Prestige Skin
5/7/25,Winterblessed Camille - Wreathguard Chroma,Loot Chroma
5/7/25,Heavenscale Janna - Lustrous Chroma,Loot Chroma
5/7/25,Soul Fighter Sett - Limitless Chroma,Loot Chroma
5/7/25,Porcelain Morgana - Opulent Chroma,Loot Chroma
5/7/25,Spirit Blossom Soraka - Night Blossom Chroma,Loot Chroma
5/7/25,Space Groove Nasus - Disco Chroma,Loot Chroma
5/7/25,PROJECT: Lucian - Reckoning Chroma,Loot Chroma
5/7/25,Crowned,Emote
5/7/25,2021 PROJECT: Event Pass Icon,Icon
5/7/25,High Noon 2019 Icon,Icon
5/7/25,Brooding With A Beverage,Emote
5/8/25,2020 Odyssey Icon,Icon
5/8/25,Golden Snowman Ward,Ward
5/8/25,Star Guardian Pass Icon,Icon
5/8/25,Animated K.O.,Emote
5/9/25,Winterblessed 2023 Mythic Essence Icon,Icon
5/9/25,You Dropped This,Emote
5/9/25,Empyrean Shard Icon,Icon
5/9/25,Bang!,Emote
5/10/25,Prestige Ocean Song Seraphine Emote,Emote
5/10/25,Steel Valkyries Event Icon,Icon
5/10/25,Arcade Poro Ward,Ward
5/10/25,Soul Fighter Mythic Essence Icon,Icon
5/11/25,Ready to Brawl,Emote
5/11/25,"Oops, Did I Do That?",Emote
5/11/25,PsyOps Icon (1),Icon
5/11/25,In The Distance,Emote
5/12/25,Animated Uninmpressed!,Emote
5/12/25,2020 Odyssey Icon,Icon
5/12/25,Eclipse Knight 2022 Icon,Icon
5/12/25,Pixel Arcade Poro Icon,Icon
5/13/25,MSI 2022 High Noon Pass Icon,Icon
5/13/25,Worlds 2021 Pass Icon,Icon
5/13/25,Super Shy,Emote
5/13/25,Mecha Kingdoms 2020 Event Pass Icon,Icon
5/14/25,Crowned,Emote
5/14/25,Golden Corki Icon,Icon
5/14/25,Inkshadow Amethyst Icon,Icon
5/14/25,Graceful Phoenix Seraphine Chroma Icon,Icon
5/14/25,Odyssey Twisted Fate - Merc Chroma,Loot Chroma
5/14/25,Spirit Blossom Yone - Night Blossom Chroma,Loot Chroma
5/14/25,Space Groove Samira - Disco Chroma,Loot Chroma
5/14/25,HEARTSTEEL Yone - Rockstar Chroma,Loot Chroma
5/14/25,Arcade Riven - K.O. Chroma,Loot Chroma
5/14/25,Demacia Vice Garen - Neon Noir Chroma,Loot Chroma
5/14/25,Mythmaker Galio - Gilded Chroma,Loot Chroma
5/14/25,Battle Academia Katarina - Formal Chroma,Loot Chroma
5/14/25,Astronaut Teemo Chroma Icon,Icon
5/14/25,Steel Valkyries Mythic Essence Icon,Icon
5/14/25,Mythmaker Sivir Chroma Icon,Icon
5/14/25,Sentinel Pyke Chroma Icon,Icon
5/15/25,Steel Valkyries Event Icon,Icon
5/15/25,Winterblessed Thresh Chroma Icon,Icon
5/15/25,Star Guardian Kai'Sa Chroma Icon,Icon
5/15/25,Winterblessed Zoe Chroma Icon,Icon
5/16/25,Ruined Pantheon Chroma Icon,Icon
5/16/25,Elderwood Azir Chroma Icon,Icon
5/16/25,Dawnbringer Riven Mythic Chroma Icon,Icon
5/16/25,Prestige Eclipse Knight Senna Emote,Emote
5/17/25,Inkshadow Udyr Chroma Icon,Icon
5/17/25,Winterblessed Shaco Chroma Icon,Icon
5/17/25,Debonair Event Pass Icon,Icon
5/17/25,Lunar Beast Fiora Chroma Icon,Icon
5/18/25,Irresistible!,Emote
5/18/25,Sentinel Pyke Chroma Icon,Icon
5/18/25,Spirit Blossom Riven Chroma Icon,Icon
5/18/25,Nightbringer Lillia Chroma Icon,Icon
5/19/25,Little Legend Mistberry Hushtail Icon,Icon
5/19/25,Battle Queens Event Pass Icon,Icon
5/19/25,Spirit Blossom Lotus Icon,Icon
5/19/25,Heavenscale Master Yi Chroma Icon,Icon
5/20/25,Call Me!,Emote
5/20/25,Porcelain Lux Chroma Icon,Icon
5/20/25,Mythmaker Sivir Chroma Icon,Icon
5/20/25,Lunar Beast Viego Chroma Icon,Icon
5/21/25,Hextech Malzahar,Mythic Skin
5/21/25,Crystalis Motus Ashe,Mythic Skin
5/21/25,Prestige Arcanist Zoe,Prestige Skin
5/21/25,Hextech Amumu,Mythic Skin
5/21/25,Prestige True Damage Qiyana,Prestige Skin
5/21/25,Prestige Mythmaker Sivir,Prestige Skin
5/21/25,Prestige Blood Moon Aatrox,Prestige Skin
5/21/25,Prestige Bewitching Miss Fortune,Prestige Skin
5/21/25,Prestige True Damage Yasuo,Prestige Skin
5/21/25,Prestige Firecracker Vayne,Prestige Skin
5/21/25,Prestige Fright Night Zeri,Prestige Skin
5/21/25,Prestige Battle Lion Leona,Prestige Skin
5/21/25,Faerie Court Milio - Winsome Chroma,Loot Chroma
5/21/25,Firecracker Sejuani - Golden Tiger Chroma,Loot Chroma
5/21/25,Lunar Beast Fiora - Vitality Chroma,Loot Chroma
5/21/25,High Noon Talon - Nomad Chroma,Loot Chroma
5/21/25,Storm Dragon Aurelion Sol - Jadeclaw Chroma,Loot Chroma
5/21/25,Star Guardian Kai'Sa - Brilliant Chroma,Loot Chroma
5/21/25,Spirit Blossom Yasuo - Night Blossom Chroma,Loot Chroma
5/21/25,Tranquility Dragon Karma - Emberclaw Chroma,Loot Chroma
5/21/25,Lunar Beast Darius Chroma Icon,Icon
5/21/25,Bang!,Emote
5/21/25,Birdio Chroma Icon,Icon
5/21/25,No Plan Survives,Emote
5/22/25,Worlds 2023 Renekton Chroma Icon,Icon
5/22/25,PROJECT: Akali Chroma Icon,Icon
5/22/25,Steel Valkyries Pass Icon,Icon
5/22/25,Star Guardian Pass Icon,Icon
5/23/25,Mythmaker Irelia Chroma Icon,Icon
5/23/25,Winterblessed Lucian Chroma Icon,Icon
5/23/25,Sentinel Diana Chroma Icon,Icon
5/23/25,Ardor Flower Icon,Icon
5/24/25,Spirit Blossom Yorick Chroma Icon,Icon
5/24/25,Mythmaker Garen Chroma Icon,Icon
5/24/25,Winterblessed Camille Chroma Icon,Icon
5/24/25,PROJECT: Renekton Chroma Icon,Icon
5/25/25,Prestige Eclipse Knight Senna Emote,Emote
5/25/25,Battle Queens Event Pass Icon,Icon
5/25/25,Pulsefire Ekko Chroma Icon,Icon
5/25/25,Worlds 2019 Event Icon,Icon
5/26/25,Coven Morgana Chroma Icon,Icon
5/26/25,Spirit Blossom 2020 Event Icon,Icon
5/26/25,Lunar Beast Event Icon,Icon
5/26/25,Soul Fighter Naafiri Chroma Icon,Icon
5/27/25,Nightbringer Lillia Chroma Icon,Icon
5/27/25,Splendid Staff Nami Chroma Icon,Icon
5/27/25,Storm Dragon Aurelion Sol Chroma Icon,Icon
5/27/25,"Dang, I'm Kind Of...",Emote
5/28/25,Inkshadow Yasuo - Inked Chroma,Loot Chroma
5/28/25,K/DA ALL OUT Kai'Sa - Baddest Chroma,Loot Chroma
5/28/25,HEARTSTEEL Yone - Rockstar Chroma,Loot Chroma
5/28/25,PsyOps Kayle - Hunter Chroma,Loot Chroma
5/28/25,Odyssey Aatrox - Merc Chroma,Loot Chroma
5/28/25,Winterblessed Swain - Wreathguard Chroma,Loot Chroma
5/28/25,Battle Queen Rell - Coronation Chroma,Loot Chroma
5/28/25,True Damage Akali - Freestyle Chroma,Loot Chroma
5/28/25,Faerie Court Mythic Essence Icon,Icon
5/28/25,PROJECT: Lucian Chroma Icon,Icon
5/28/25,Inkshadow Amethyst Icon,Icon
5/28/25,Saloon Singin',Icon
5/29/25,Battle Academia Formal Katarina Icon,Icon
5/29/25,Odyssey Kayn Chroma Icon,Icon
5/29/25,Exquisite!,Emote
5/29/25,Sentinel Riven Chroma Icon,Icon
5/30/25,Festival of Beasts Event Icon,Icon
5/30/25,Soul Fighter Sett Chroma Icon,Icon
5/30/25,2021 PROJECT: Event Icon,Icon
5/30/25,PROJECT: Sejuani Chroma Icon,Icon
5/31/25,Pulsefire Shen Chroma Icon,Icon
5/31/25,Winterblessed Warwick Chroma Icon,Icon
5/31/25,Faerie Court Ezreal Chroma Icon,Icon
5/31/25,K/DA All Out Ahri Chroma Icon,Icon
6/1/25,Astronaut Bard Chroma Icon,Icon
6/1/25,Dawn Has Arrived,Emote
6/1/25,Firecracker Diana Chroma Icon,Icon
6/1/25,Space Groove Gwen Chroma Icon,Icon
6/2/25,Crime City Nightmare Darius Chroma Icon,Icon
6/2/25,Faerie Court Seraphine Chroma Icon,Icon
6/2/25,Legendary Handshake Icon,Icon
6/2/25,Strike Paladin Lucian Chroma Icon,Icon
6/3/25,PROJECT: Lucian Chroma Icon,Icon
6/3/25,Soul Fighter Jhin Chroma Icon,Icon
6/3/25,True Damage Yasuo Chroma Icon,Icon
6/3/25,Inkshadow Yasuo Chroma Icon,Icon
6/4/25,Prestige Empyrean K'Sante,Prestige Skin
6/4/25,Prestige La Ilusión Renata Glasc,Prestige Skin
6/4/25,Prestige Soul Fighter Shaco,Prestige Skin
6/4/25,Crystalis Indomitus Kha'Zix,Mythic Skin
6/4/25,Prestige Battle Queen Diana,Prestige Skin
6/4/25,Prestige HEARTSTEEL Yone,Prestige Skin
6/4/25,Prestige Arcanist Zoe,Prestige Skin
6/4/25,Hextech Swain,Mythic Skin
6/4/25,Prestige K/DA Ahri,Prestige Skin
6/4/25,Hextech Malzahar,Mythic Skin
6/4/25,Crystalis Motus Ashe,Mythic Skin
6/4/25,Prestige Coven Zyra,Prestige Skin
6/4/25,PROJECT: Senna - Reckoning Chroma,Loot Chroma
6/4/25,Sentinel Rengar - Resolute Chroma,Loot Chroma
6/4/25,Coven Elise - Profane Chroma,Loot Chroma
6/4/25,Sugar Rush Zilean - Sweet Tooth Chroma,Loot Chroma
6/4/25,PsyOps Master Yi - Hunter Chroma,Loot Chroma
6/4/25,Storm Dragon Lee Sin - Emberclaw Chroma,Loot Chroma
6/4/25,Firecracker Tristana - Golden Tiger Chroma,Loot Chroma
6/4/25,Warring Kingdoms Katarina - Golden Chroma,Loot Chroma
6/4/25,Nightbringer Aphelios Chroma Icon,Icon
6/4/25,True Damage Ekko Chroma Icon,Icon
6/4/25,PROJECT: Reckoning Pass Icon,Icon
6/4/25,Winterblessed Hecarim Chroma Icon,Icon
6/5/25,Empyrean Jhin Chroma Icon,Icon
6/5/25,Sentinel Riven Chroma Icon,Icon
6/5/25,HEARTSTEEL Sett Chroma Icon,Icon
6/5/25,Empyrean Vex Chroma Icon,Icon
6/6/25,Odyssey Sivir Chroma Icon,Icon
6/6/25,High Noon Viktor Chroma Icon,Icon
6/6/25,Soul Fighter Pyke Chroma Icon,Icon
6/6/25,Sparkling Beauty,Emote
6/7/25,True Damage Akali Chroma Icon,Icon
6/7/25,High Noon Mordekaiser Chroma Icon,Icon
6/7/25,Odyssey Twisted Fate Chroma Icon,Icon
6/7/25,Armored Titan Nasus Chroma Icon,Icon
6/8/25,Golden Caitlyn Icon,Icon
6/8/25,Armored Titan Nasus Chroma Icon,Icon
6/8/25,Inkshadow Kai'Sa Chroma Icon,Icon
6/8/25,Prestige Ocean Song Seraphine Emote,Emote
6/9/25,Think About It,Emote
6/9/25,PsyOps Samira Chroma Icon,Icon
6/9/25,Worlds 2021 Pass Icon,Icon
6/9/25,Soul Fighter Mythic Essence Icon,Icon
6/10/25,Debonair Draven Chroma Icon,Icon
6/10/25,Elderwood Azir Chroma Icon,Icon
6/10/25,Dawnbringer Vex Chroma Icon,Icon
6/10/25,Winterblessed Warwick Chroma Icon,Icon
6/11/25,Ruined Draven Chroma Icon,Icon
6/11/25,Debonair Master Yi Chroma Icon,Icon
6/11/25,Debonair Draven Chroma Icon,Icon
6/11/25,Dawnbringer Vex Chroma Icon,Icon
6/11/25,High Noon Mordekaiser - Nomad Chroma,Loot Chroma
6/11/25,Winterblessed Sylas - Wreathguard Chroma,Loot Chroma
6/11/25,Ruined Pantheon - Cursed Chroma,Loot Chroma
6/11/25,Old God Malphite - Dark Ritual Chroma,Loot Chroma
6/11/25,Faerie Queen Karma - Winsome Chroma,Loot Chroma
6/11/25,Sugar Rush Zilean - Sweet Tooth Chroma,Loot Chroma
6/11/25,Debonair Malzahar - Cerulean Club Chroma,Loot Chroma
